year_month,region,prefecture,accidents,deaths,injuries
202310,関東,神奈川,17776,96,20889
202311,関東,神奈川,19745,104,23155
202312,関東,神奈川,21870,115,25644
202401,関東,神奈川,1689,7,1947
202402,関東,神奈川,3290,13,3794
202403,関東,神奈川,5060,25,5859
202404,関東,神奈川,6715,32,7786
202405,関東,神奈川,8354,43,9669
202406,関東,神奈川,10053,51,11643
202407,関東,神奈川,11761,60,13589
202408,関東,神奈川,13332,65,15452
202409,関東,神奈川,15049,78,17465
202410,関東,神奈川,16867,89,19603
202411,関東,神奈川,18691,96,21740
202412,関東,神奈川,20750,109,24123
202501,関東,神奈川,1702,18,1920
202502,関東,神奈川,3192,33,3640
202503,関東,神奈川,4963,43,5720
202504,関東,神奈川,6685,52,7719
202505,関東,神奈川,8291,59,9557
202506,関東,神奈川,10002,63,11515
202507,関東,神奈川,11868,75,13664
202508,関東,神奈川,13534,83,15623
202509,関東,神奈川,15357,95,17699
202510,関東,神奈川,17367,109,19997
201901,関東,群馬,1000,6,1274
201902,関東,群馬,1945,6,2466
201903,関東,群馬,3025,7,3873
201904,関東,群馬,4076,13,5178
201905,関東,群馬,4983,16,6321
201906,関東,群馬,5871,21,7400
201907,関東,群馬,6806,25,8579
201908,関東,群馬,7711,31,9781
201909,関東,群馬,8692,37,10978
201910,関東,群馬,9737,43,12240
201911,関東,群馬,10786,53,13558
201912,関東,群馬,11831,61,14845
202001,関東,群馬,914,1,1104
202002,関東,群馬,1755,2,2156
202003,関東,群馬,2570,5,3205
202004,関東,群馬,3120,11,3898
202005,関東,群馬,3628,12,4568
202006,関東,群馬,4315,16,5446
202007,関東,群馬,5018,24,6320
202008,関東,群馬,5739,27,7244
202009,関東,群馬,6488,30,8192
202010,関東,群馬,7371,32,9294
202011,関東,群馬,8268,37,10403
202012,関東,群馬,9266,45,11624
202101,関東,群馬,764,10,913
202102,関東,群馬,1530,12,1871
202103,関東,群馬,2397,15,2942
202104,関東,群馬,3203,20,3913
202105,関東,群馬,3986,22,4870
202106,関東,群馬,4786,30,5807
202107,関東,群馬,5627,33,6835
202108,関東,群馬,6355,39,7779
202109,関東,群馬,7067,42,8659
202110,関東,群馬,7957,44,9767
202111,関東,群馬,8965,45,11026
202112,関東,群馬,10007,50,12308
202201,関東,群馬,759,4,926
202202,関東,群馬,1483,9,1782
202203,関東,群馬,2248,13,2728
202204,関東,群馬,3040,15,3720
202205,関東,群馬,3776,17,4644
202206,関東,群馬,4601,20,5655
202207,関東,群馬,5424,23,6650
202208,関東,群馬,6194,27,7622
202209,関東,群馬,6995,29,8646
202210,関東,群馬,7896,34,9756
202211,関東,群馬,8791,41,10822
202212,関東,群馬,9803,47,12072
202301,関東,群馬,770,1,983
202302,関東,群馬,1549,4,1951
202303,関東,群馬,2371,6,2949
202304,関東,群馬,3198,12,3958
202305,関東,群馬,4036,21,5010
202306,関東,群馬,4886,25,6028
202307,関東,群馬,5700,26,7055
202308,関東,群馬,6509,29,8103
202309,関東,群馬,7289,33,9031
202310,関東,群馬,8187,35,10125
202311,関東,群馬,9092,40,11230
202312,関東,群馬,10038,47,12377
202401,関東,群馬,752,2,920
202402,関東,群馬,1464,4,1787
202403,関東,群馬,2168,8,2666
202404,関東,群馬,2973,10,3659
202405,関東,群馬,3691,18,4544
202406,関東,群馬,4413,24,5424
202407,関東,群馬,5134,29,6298
202408,関東,群馬,5780,30,7145
202409,関東,群馬,6494,37,8007
202410,関東,群馬,7302,40,9012
202411,関東,群馬,8136,44,10049
202412,関東,群馬,9059,49,11195
202501,関東,群馬,743,5,920
202502,関東,群馬,1419,9,1763
202503,関東,群馬,2131,9,2653
202504,関東,群馬,2887,13,3560
202505,関東,群馬,3600,17,4427
202506,関東,群馬,4360,22,5356
202507,関東,群馬,5131,26,6298
202508,関東,群馬,5867,28,7244
202509,関東,群馬,6623,34,8166
202510,関東,群馬,7391,35,9104
201901,関東,茨城,688,11,868
201902,関東,茨城,1273,19,1578
201903,関東,茨城,1899,29,2371
201904,関東,茨城,2552,38,3190
201905,関東,茨城,3187,45,4016
201906,関東,茨城,3755,55,4721
201907,関東,茨城,4341,57,5450
201908,関東,茨城,4909,69,6172
201909,関東,茨城,5452,76,6890
201910,関東,茨城,6101,85,7712
201911,関東,茨城,6752,95,8510
201912,関東,茨城,7447,107,9372
202001,関東,茨城,590,12,759
202002,関東,茨城,1144,18,1435
202003,関東,茨城,1709,25,2126
202004,関東,茨城,2165,31,2682
202005,関東,茨城,2503,36,3075
202006,関東,茨城,2966,39,3649
202007,関東,茨城,3446,44,4243
202008,関東,茨城,3900,50,4827
202009,関東,茨城,4418,54,5452
202010,関東,茨城,4979,61,6149
202011,関東,茨城,5496,73,6777
202012,関東,茨城,6049,84,7455
202101,関東,茨城,527,7,650
202102,関東,茨城,977,7,1197
202103,関東,茨城,1514,14,1855
202104,関東,茨城,1983,18,2440
202105,関東,茨城,2432,23,2976
202106,関東,茨城,2877,33,3499
202107,関東,茨城,3314,37,4007
202108,関東,茨城,3782,49,4605
202109,関東,茨城,4205,56,5124
202110,関東,茨城,4723,63,5740
202111,関東,茨城,5282,67,6439
202112,関東,茨城,5929,80,7243
202201,関東,茨城,488,7,597
202202,関東,茨城,948,11,1162
202203,関東,茨城,1450,16,1772
202204,関東,茨城,1926,22,2358
202205,関東,茨城,2400,31,2934
202206,関東,茨城,2866,33,3489
202207,関東,茨城,3353,38,4117
202208,関東,茨城,3876,47,4775
202209,関東,茨城,4388,57,5412
202210,関東,茨城,4926,64,6096
202211,関東,茨城,5544,77,6843
202212,関東,茨城,6271,91,7699
202301,関東,茨城,544,12,680
202302,関東,茨城,1073,19,1321
202303,関東,茨城,1621,24,2001
202304,関東,茨城,2094,30,2594
202305,関東,茨城,2619,38,3230
202306,関東,茨城,3174,45,3889
202307,関東,茨城,3663,50,4487
202308,関東,茨城,4195,64,5126
202309,関東,茨城,4721,69,5769
202310,関東,茨城,5329,79,6491
202311,関東,茨城,5887,85,7167
202312,関東,茨城,6489,93,7885
202401,関東,茨城,484,7,601
202402,関東,茨城,979,12,1191
202403,関東,茨城,1500,22,1848
202404,関東,茨城,1959,27,2435
202405,関東,茨城,2491,39,3092
202406,関東,茨城,2918,44,3626
202407,関東,茨城,3427,53,4235
202408,関東,茨城,3903,62,4865
202409,関東,茨城,4355,65,5453
202410,関東,茨城,4890,76,6084
202411,関東,茨城,5398,86,6715
202412,関東,茨城,6005,94,7456
202501,関東,茨城,545,12,683
202502,関東,茨城,1009,18,1253
202503,関東,茨城,1470,20,1826
202504,関東,茨城,1944,31,2397
202505,関東,茨城,2399,37,2957
202506,関東,茨城,2879,42,3540
202507,関東,茨城,3391,46,4167
202508,関東,茨城,3890,49,4796
202509,関東,茨城,4363,54,5381
202510,関東,茨城,4932,62,6079
